date,year,month,day,maxHs,maxHs_usgs
1987-01-01,1987,1,1,5.07,2.34
1987-01-02,1987,1,2,5.73,1.96
1987-01-03,1987,1,3,7.25,2.66
1987-01-04,1987,1,4,7.34,2.87
1987-01-05,1987,1,5,5.39,2.39
1987-01-06,1987,1,6,6.01,2.14
1987-01-07,1987,1,7,2.18,1.71
1987-01-08,1987,1,8,2.36,0.96
1987-01-09,1987,1,9,2.13,1.46
1987-01-10,1987,1,10,2.33,2.16
1987-01-11,1987,1,11,2.51,2.03
1987-01-12,1987,1,12,2.28,2.07
1987-01-13,1987,1,13,4.37,1.91
1987-01-14,1987,1,14,4.37,2.87
1987-01-15,1987,1,15,4.65,2.8
1987-01-16,1987,1,16,4.79,1.95
1987-01-17,1987,1,17,2.81,1.09
1987-01-18,1987,1,18,2.44,1.2
1987-01-19,1987,1,19,2.86,1.22
1987-01-20,1987,1,20,2.7,1.59
1987-01-21,1987,1,21,1.88,2.6
1987-01-22,1987,1,22,1.24,3.2
1987-01-23,1987,1,23,2.3,4.68
1987-01-24,1987,1,24,2.88,4.67
1987-01-25,1987,1,25,3.77,3.68
1987-01-26,1987,1,26,4.96,2.35
1987-01-27,1987,1,27,3.39,2.26
1987-01-28,1987,1,28,2.21,2.34
1987-01-29,1987,1,29,3.39,1.59
1987-01-30,1987,1,30,2.69,2.75
1987-01-31,1987,1,31,5.54,2.77
1987-02-01,1987,2,1,3.74,2.83
1987-02-02,1987,2,2,3.3,2.91
1987-02-03,1987,2,3,2.35,2.51
1987-02-04,1987,2,4,2.57,2.76
1987-02-05,1987,2,5,4.11,3.22
1987-02-06,1987,2,6,2.84,2.96
1987-02-07,1987,2,7,2.37,2.47
1987-02-08,1987,2,8,2.3,4.31
1987-02-09,1987,2,9,2.04,6.92
1987-02-10,1987,2,10,2.42,6.09
1987-02-11,1987,2,11,2.32,3.86
1987-02-12,1987,2,12,2.5,3.62
1987-02-13,1987,2,13,2.73,3.25
1987-02-14,1987,2,14,2.91,3.08
1987-02-15,1987,2,15,3.52,2.13
1987-02-16,1987,2,16,4.3,2.32
1987-02-17,1987,2,17,3.58,2.94
1987-02-18,1987,2,18,4.09,3.8
1987-02-19,1987,2,19,4.62,3.85
1987-02-20,1987,2,20,3.56,4.46
1987-02-21,1987,2,21,2.94,4.06
1987-02-22,1987,2,22,4.31,3.09
1987-02-23,1987,2,23,5.75,3.1
1987-02-24,1987,2,24,4.97,2.49
1987-02-25,1987,2,25,3.8,2.48
1987-02-26,1987,2,26,3.06,2.47
1987-02-27,1987,2,27,2.03,1.85
1987-02-28,1987,2,28,1.45,1.65
1987-03-01,1987,3,1,1.72,1.36
1987-03-02,1987,3,2,1.65,0.94
1987-03-03,1987,3,3,1.26,1.27
1987-03-04,1987,3,4,2.58,1.47
1987-03-05,1987,3,5,3.18,1.48
1987-03-06,1987,3,6,2.88,2.49
1987-03-07,1987,3,7,2.83,2.98
1987-03-08,1987,3,8,2.33,3.57
1987-03-09,1987,3,9,3.18,4.41
1987-03-10,1987,3,10,2.84,4.3
1987-03-11,1987,3,11,3.02,3.61
1987-03-12,1987,3,12,2.94,3.21
1987-03-13,1987,3,13,4.53,2.24
1987-03-14,1987,3,14,4.76,2.11
1987-03-15,1987,3,15,5.1,2.06
1987-03-16,1987,3,16,5.15,1.6
1987-03-17,1987,3,17,4.02,1.39
1987-03-18,1987,3,18,2.69,1.78
1987-03-19,1987,3,19,2.81,1.82
1987-03-20,1987,3,20,3.6,1.97
1987-03-21,1987,3,21,2.77,3.99
1987-03-22,1987,3,22,3.91,4.29
1987-03-23,1987,3,23,3.04,3.78
1987-03-24,1987,3,24,3.7,2.58
1987-03-25,1987,3,25,3.65,2.77
1987-03-26,1987,3,26,3.09,2.74
1987-03-27,1987,3,27,2.38,2.21
1987-03-28,1987,3,28,2.42,1.82
1987-03-29,1987,3,29,1.52,1.62
1987-03-30,1987,3,30,0.93,1.38
1987-03-31,1987,3,31,1.07,1.2
1987-04-01,1987,4,1,1.91,1.76
1987-04-02,1987,4,2,3.05,2.02
1987-04-03,1987,4,3,3.99,1.83
1987-04-04,1987,4,4,3.46,1.5
1987-04-05,1987,4,5,3.68,1.61
1987-04-06,1987,4,6,2.44,2.39
1987-04-07,1987,4,7,2.6,2.38
1987-04-08,1987,4,8,4.09,1.82
1987-04-09,1987,4,9,4.07,1.69
1987-04-10,1987,4,10,3.13,1.39
1987-04-11,1987,4,11,4.14,1.68
1987-04-12,1987,4,12,4.41,1.65
1987-04-13,1987,4,13,3.64,1.62
1987-04-14,1987,4,14,2.3,1.74
1987-04-15,1987,4,15,2.04,1.81
1987-04-16,1987,4,16,NA,1.66
1987-04-17,1987,4,17,1.84,1.46
1987-04-18,1987,4,18,NA,1.69
1987-04-19,1987,4,19,NA,1.83
1987-04-20,1987,4,20,NA,1.83
1987-04-21,1987,4,21,2.31,1.87
1987-04-22,1987,4,22,2.65,1.89
1987-04-23,1987,4,23,1.92,1.75
1987-04-24,1987,4,24,NA,1.79
1987-04-25,1987,4,25,NA,1.97
1987-04-26,1987,4,26,NA,2.68
1987-04-27,1987,4,27,1.32,2.69
1987-04-28,1987,4,28,1.08,2.52
1987-04-29,1987,4,29,NA,2.42
1987-04-30,1987,4,30,0.97,2.42
1987-05-01,1987,5,1,1.23,2.03
1987-05-02,1987,5,2,NA,2.1
1987-05-03,1987,5,3,NA,2.39
1987-05-04,1987,5,4,NA,3.07
1987-05-05,1987,5,5,NA,2.9
1987-05-06,1987,5,6,NA,2.2
1987-05-07,1987,5,7,NA,1.59
1987-05-08,1987,5,8,NA,1.61
1987-05-09,1987,5,9,NA,1.45
1987-05-10,1987,5,10,NA,1.25
1987-05-11,1987,5,11,NA,1.18
1987-05-12,1987,5,12,NA,1.74
1987-05-13,1987,5,13,NA,1.69
1987-05-14,1987,5,14,NA,1.91
1987-05-15,1987,5,15,1.17,1.91
1987-05-16,1987,5,16,NA,1.54
1987-05-17,1987,5,17,NA,1.15
1987-05-18,1987,5,18,NA,1.31
1987-05-19,1987,5,19,NA,1.63
1987-05-20,1987,5,20,NA,1.68
1987-05-21,1987,5,21,2.44,1.43
1987-05-22,1987,5,22,NA,1.4
1987-05-23,1987,5,23,NA,1.38
1987-05-24,1987,5,24,1.93,1.28
1987-05-25,1987,5,25,NA,1.9
1987-05-26,1987,5,26,2.27,1.97
1987-05-27,1987,5,27,2.18,1.76
1987-05-28,1987,5,28,2.55,1.85
1987-05-29,1987,5,29,2.41,1.89
1987-05-30,1987,5,30,2.12,1.99
1987-05-31,1987,5,31,2.34,2.11
1987-06-01,1987,6,1,4.23,1.99
1987-06-02,1987,6,2,3.64,1.93
1987-06-03,1987,6,3,2.97,1.91
1987-06-04,1987,6,4,1.86,1.82
1987-06-05,1987,6,5,1.13,1.93
1987-06-06,1987,6,6,1.91,1.96
1987-06-07,1987,6,7,1.68,1.88
1987-06-08,1987,6,8,1.54,1.74
1987-06-09,1987,6,9,2.42,1.39
1987-06-10,1987,6,10,2.88,1.15
1987-06-11,1987,6,11,2.39,0.94
1987-06-12,1987,6,12,1.89,0.89
1987-06-13,1987,6,13,1.92,1.05
1987-06-14,1987,6,14,2.06,1.15
1987-06-15,1987,6,15,1.47,1.14
1987-06-16,1987,6,16,1.83,1.09
1987-06-17,1987,6,17,2.45,1.03
1987-06-18,1987,6,18,2.5,1.09
1987-06-19,1987,6,19,1.75,1.03
1987-06-20,1987,6,20,1.88,1.04
1987-06-21,1987,6,21,NA,1.17
1987-06-22,1987,6,22,3.15,1.24
1987-06-23,1987,6,23,3.33,1.3
1987-06-24,1987,6,24,3.35,1.31
1987-06-25,1987,6,25,2.29,1.47
1987-06-26,1987,6,26,1.79,1.52
1987-06-27,1987,6,27,1.52,1.4
1987-06-28,1987,6,28,NA,1.12
1987-06-29,1987,6,29,0.97,1.06
1987-06-30,1987,6,30,0.91,1.06
1987-07-01,1987,7,1,0.91,1.14
1987-07-02,1987,7,2,0.98,1.47
1987-07-03,1987,7,3,1.23,1.5
1987-07-04,1987,7,4,1.41,1.47
1987-07-05,1987,7,5,2.26,1.42
1987-07-06,1987,7,6,2.51,1.39
1987-07-07,1987,7,7,2.39,1.24
1987-07-08,1987,7,8,2.78,1.09
1987-07-09,1987,7,9,3.09,1.03
1987-07-10,1987,7,10,2.38,0.99
1987-07-11,1987,7,11,NA,1.07
1987-07-12,1987,7,12,NA,1.3
1987-07-13,1987,7,13,NA,1.48
1987-07-14,1987,7,14,NA,1.53
1987-07-15,1987,7,15,0.9,1.52
1987-07-16,1987,7,16,1.58,1.52
1987-07-17,1987,7,17,2.88,1.48
1987-07-18,1987,7,18,2.45,1.26
1987-07-19,1987,7,19,1.69,0.98
1987-07-20,1987,7,20,1.39,1.02
1987-07-21,1987,7,21,1.28,1.08
1987-07-22,1987,7,22,1.06,1.18
1987-07-23,1987,7,23,1.3,1.22
1987-07-24,1987,7,24,1.59,1.25
1987-07-25,1987,7,25,2.54,1.24
1987-07-26,1987,7,26,2.39,1.14
1987-07-27,1987,7,27,1.75,1.2
1987-07-28,1987,7,28,2.12,1.23
1987-07-29,1987,7,29,1.96,1.26
1987-07-30,1987,7,30,2.38,1.32
1987-07-31,1987,7,31,2.44,1.19
1987-08-01,1987,8,1,2.12,1.07
1987-08-02,1987,8,2,1.75,1.06
1987-08-03,1987,8,3,1.47,1.2
1987-08-04,1987,8,4,1.2,1.17
1987-08-05,1987,8,5,1.21,1.1
1987-08-06,1987,8,6,1.61,0.94
1987-08-07,1987,8,7,1.78,0.84
1987-08-08,1987,8,8,1.89,0.94
1987-08-09,1987,8,9,1.87,1.09
1987-08-10,1987,8,10,1.62,1.12
1987-08-11,1987,8,11,1.31,1.13
1987-08-12,1987,8,12,1.34,1.09
1987-08-13,1987,8,13,1.52,0.95
1987-08-14,1987,8,14,1.45,0.97
1987-08-15,1987,8,15,1.5,1.27
1987-08-16,1987,8,16,1.5,1.27
1987-08-17,1987,8,17,1.71,1.06
1987-08-18,1987,8,18,1.44,1.11
1987-08-19,1987,8,19,1.26,1.18
1987-08-20,1987,8,20,1.35,1.18
1987-08-21,1987,8,21,1.57,1.08
1987-08-22,1987,8,22,1.13,0.95
1987-08-23,1987,8,23,1.05,0.97
1987-08-24,1987,8,24,1.09,1.01
1987-08-25,1987,8,25,1.64,1.03
1987-08-26,1987,8,26,1.58,1.03
1987-08-27,1987,8,27,1.32,1
1987-08-28,1987,8,28,1.34,0.91
1987-08-29,1987,8,29,1.29,1.1
1987-08-30,1987,8,30,1.25,1.18
1987-08-31,1987,8,31,1.31,1.18
1987-09-01,1987,9,1,1.31,1.18
1987-09-02,1987,9,2,1.01,1.14
1987-09-03,1987,9,3,1.27,1.1
1987-09-04,1987,9,4,1.32,1.23
1987-09-05,1987,9,5,1.21,1.3
1987-09-06,1987,9,6,1.18,1.29
1987-09-07,1987,9,7,1.15,1.27
1987-09-08,1987,9,8,1.28,1.2
1987-09-09,1987,9,9,1.15,1.41
1987-09-10,1987,9,10,2.06,1.67
1987-09-11,1987,9,11,2.3,1.64
1987-09-12,1987,9,12,2,1.46
1987-09-13,1987,9,13,1.21,1.51
1987-09-14,1987,9,14,1.15,1.55
1987-09-15,1987,9,15,1.75,1.45
1987-09-16,1987,9,16,3.92,1.35
1987-09-17,1987,9,17,3.61,1.63
1987-09-18,1987,9,18,2.38,1.58
1987-09-19,1987,9,19,1.61,1.18
1987-09-20,1987,9,20,1.67,0.95
1987-09-21,1987,9,21,1.97,1.73
1987-09-22,1987,9,22,2.38,1.92
1987-09-23,1987,9,23,2.22,1.76
1987-09-24,1987,9,24,1.97,1.41
1987-09-25,1987,9,25,2.27,1.33
1987-09-26,1987,9,26,3.34,1.75
1987-09-27,1987,9,27,3.22,1.75
1987-09-28,1987,9,28,1.99,1.54
1987-09-29,1987,9,29,1.95,1.29
1987-09-30,1987,9,30,1.52,1.41
1987-10-01,1987,10,1,1.43,1.8
1987-10-02,1987,10,2,1.22,1.9
1987-10-03,1987,10,3,2.19,1.86
1987-10-04,1987,10,4,2.13,1.52
1987-10-05,1987,10,5,1.91,1.34
1987-10-06,1987,10,6,1.94,1.6
1987-10-07,1987,10,7,1.82,1.69
1987-10-08,1987,10,8,1.56,1.58
1987-10-09,1987,10,9,1.4,1.49
1987-10-10,1987,10,10,1.25,1.51
1987-10-11,1987,10,11,1.59,2.16
1987-10-12,1987,10,12,1.43,2.72
1987-10-13,1987,10,13,1.57,2.71
1987-10-14,1987,10,14,1.4,3.87
1987-10-15,1987,10,15,1.36,3.85
1987-10-16,1987,10,16,1.95,2.8
1987-10-17,1987,10,17,1.65,1.83
1987-10-18,1987,10,18,1.62,1.42
1987-10-19,1987,10,19,1.6,1.63
1987-10-20,1987,10,20,1.41,2.31
1987-10-21,1987,10,21,1.15,2.26
1987-10-22,1987,10,22,1.04,1.66
1987-10-23,1987,10,23,1.55,1.13
1987-10-24,1987,10,24,2,1.14
1987-10-25,1987,10,25,1.98,1.63
1987-10-26,1987,10,26,1.61,1.71
1987-10-27,1987,10,27,1.73,2.41
1987-10-28,1987,10,28,1.85,2.6
1987-10-29,1987,10,29,1.45,2.29
1987-10-30,1987,10,30,1.53,1.53
1987-10-31,1987,10,31,2.34,1.75
1987-11-01,1987,11,1,2.91,1.58
1987-11-02,1987,11,2,3.07,1.2
1987-11-03,1987,11,3,2.61,1.11
1987-11-04,1987,11,4,2.26,1.76
1987-11-05,1987,11,5,1.97,2.36
1987-11-06,1987,11,6,1.79,2.98
1987-11-07,1987,11,7,1.57,2.77
1987-11-08,1987,11,8,1.57,2.17
1987-11-09,1987,11,9,3.59,5.22
1987-11-10,1987,11,10,3.62,5.29
1987-11-11,1987,11,11,2.92,4.58
1987-11-12,1987,11,12,2.46,3.09
1987-11-13,1987,11,13,3.44,2.14
1987-11-14,1987,11,14,3.74,2.07
1987-11-15,1987,11,15,3.77,2.07
1987-11-16,1987,11,16,3.37,1.57
1987-11-17,1987,11,17,1.87,1.63
1987-11-18,1987,11,18,1.81,1.75
1987-11-19,1987,11,19,2.07,1.7
1987-11-20,1987,11,20,1.24,2.74
1987-11-21,1987,11,21,3.56,2.91
1987-11-22,1987,11,22,3.28,2.9
1987-11-23,1987,11,23,3.09,3.78
1987-11-24,1987,11,24,3.26,4.48
1987-11-25,1987,11,25,4.1,3.84
1987-11-26,1987,11,26,4.12,3.73
1987-11-27,1987,11,27,2.62,4.78
1987-11-28,1987,11,28,3.76,4.81
1987-11-29,1987,11,29,3.3,4.47
1987-11-30,1987,11,30,2.6,3.07
1987-12-01,1987,12,1,5.48,3.16
1987-12-02,1987,12,2,6.72,2.69
1987-12-03,1987,12,3,5.95,2.47
1987-12-04,1987,12,4,3.45,3.43
1987-12-05,1987,12,5,3.17,3.52
1987-12-06,1987,12,6,2.92,3.04
1987-12-07,1987,12,7,4.86,3.2
1987-12-08,1987,12,8,5.72,2.88
1987-12-09,1987,12,9,5.23,3.34
1987-12-10,1987,12,10,3.67,3.34
1987-12-11,1987,12,11,6.22,2.54
1987-12-12,1987,12,12,5.79,2.61
1987-12-13,1987,12,13,5.74,2.87
1987-12-14,1987,12,14,3.46,2.78
1987-12-15,1987,12,15,1.66,2.16
1987-12-16,1987,12,16,5.37,2.29
1987-12-17,1987,12,17,3.87,2.37
1987-12-18,1987,12,18,3.16,2.22
1987-12-19,1987,12,19,3.31,2.99
1987-12-20,1987,12,20,3.63,2.98
1987-12-21,1987,12,21,2.43,3.92
1987-12-22,1987,12,22,3.83,3.93
1987-12-23,1987,12,23,5.88,3.27
1987-12-24,1987,12,24,5.03,3.8
1987-12-25,1987,12,25,4.37,3.83
1987-12-26,1987,12,26,2.47,3.78
1987-12-27,1987,12,27,1.95,4.26
1987-12-28,1987,12,28,1.99,4.23
1987-12-29,1987,12,29,3.45,3.87
1987-12-30,1987,12,30,3.2,2.99
1987-12-31,1987,12,31,2.58,3.03
1988-01-01,1988,1,1,1.87,2.75
1988-01-02,1988,1,2,1.07,2.43
1988-01-03,1988,1,3,1.09,2.45
1988-01-04,1988,1,4,1.29,2.54
1988-01-05,1988,1,5,1.62,2.56
1988-01-06,1988,1,6,1.95,2.62
1988-01-07,1988,1,7,2.33,3.04
1988-01-08,1988,1,8,2.07,3.03
1988-01-09,1988,1,9,2.53,2.15
1988-01-10,1988,1,10,3.16,3.45
1988-01-11,1988,1,11,3.32,3.59
1988-01-12,1988,1,12,4.24,3.22
1988-01-13,1988,1,13,3.16,3.45
1988-01-14,1988,1,14,2.27,4.17
1988-01-15,1988,1,15,4,4.09
1988-01-16,1988,1,16,5.04,2.79
1988-01-17,1988,1,17,6.37,3.56
1988-01-18,1988,1,18,9.8,4.23
1988-01-19,1988,1,19,5.02,4.14
1988-01-20,1988,1,20,3.68,3.67
1988-01-21,1988,1,21,2.57,3.25
1988-01-22,1988,1,22,2.33,2.44
1988-01-23,1988,1,23,2.76,2.4
1988-01-24,1988,1,24,3.35,1.75
1988-01-25,1988,1,25,2.58,1.51
1988-01-26,1988,1,26,1.78,3.18
1988-01-27,1988,1,27,1.73,3.27
1988-01-28,1988,1,28,1.53,3.21
1988-01-29,1988,1,29,3.07,3.37
1988-01-30,1988,1,30,2.45,2.85
1988-01-31,1988,1,31,2.47,2.14
1988-02-01,1988,2,1,2.04,2.23
1988-02-02,1988,2,2,1.67,2.08
1988-02-03,1988,2,3,2.38,2.02
1988-02-04,1988,2,4,1.91,2.39
1988-02-05,1988,2,5,1.87,2.33
1988-02-06,1988,2,6,1.93,1.87
1988-02-07,1988,2,7,2.58,1.95
1988-02-08,1988,2,8,2.51,2.42
1988-02-09,1988,2,9,2.44,2.37
1988-02-10,1988,2,10,2.51,2.62
1988-02-11,1988,2,11,3.44,2.57
1988-02-12,1988,2,12,3,2.36
1988-02-13,1988,2,13,2.88,2.05
1988-02-14,1988,2,14,3.19,1.47
1988-02-15,1988,2,15,2.98,2.12
1988-02-16,1988,2,16,3.84,2.9
1988-02-17,1988,2,17,3.59,3.04
1988-02-18,1988,2,18,3.54,3.04
1988-02-19,1988,2,19,3.9,2.37
1988-02-20,1988,2,20,2.99,2.77
1988-02-21,1988,2,21,2.16,2.75
1988-02-22,1988,2,22,1.94,1.92
1988-02-23,1988,2,23,2.05,1.17
1988-02-24,1988,2,24,1.31,1.11
1988-02-25,1988,2,25,1.58,1.3
1988-02-26,1988,2,26,2.36,1.72
1988-02-27,1988,2,27,2.5,1.53
1988-02-28,1988,2,28,2.44,1.18
1988-02-29,1988,2,29,2.49,1.11
1988-03-01,1988,3,1,2.37,1.2
1988-03-02,1988,3,2,4.05,1.33
1988-03-03,1988,3,3,4.13,2.98
1988-03-04,1988,3,4,3.46,3.33
1988-03-05,1988,3,5,2.67,3.31
1988-03-06,1988,3,6,3.82,2.43
1988-03-07,1988,3,7,4.04,2.07
1988-03-08,1988,3,8,3.54,1.89
1988-03-09,1988,3,9,4.08,2.26
1988-03-10,1988,3,10,4.49,2.95
1988-03-11,1988,3,11,4.91,2.89
1988-03-12,1988,3,12,2.7,1.98
1988-03-13,1988,3,13,3.56,1.13
1988-03-14,1988,3,14,2.57,1.26
1988-03-15,1988,3,15,2.13,2.49
1988-03-16,1988,3,16,1.36,2.49
1988-03-17,1988,3,17,1.76,2.19
1988-03-18,1988,3,18,1.75,2.56
1988-03-19,1988,3,19,1.5,2.86
1988-03-20,1988,3,20,1.95,2.51
1988-03-21,1988,3,21,2.33,2.23
1988-03-22,1988,3,22,2.54,2.24
1988-03-23,1988,3,23,2.87,2.17
1988-03-24,1988,3,24,4.56,1.87
1988-03-25,1988,3,25,4.27,1.68
1988-03-26,1988,3,26,2.57,1.65
1988-03-27,1988,3,27,4.95,1.46
1988-03-28,1988,3,28,4.48,1.7
1988-03-29,1988,3,29,3.18,1.72
1988-03-30,1988,3,30,3.49,1.48
1988-03-31,1988,3,31,3.57,1.72
1988-04-01,1988,4,1,2.46,2.23
1988-04-02,1988,4,2,1.94,2.58
1988-04-03,1988,4,3,1.72,2.4
1988-04-04,1988,4,4,2.89,1.81
1988-04-05,1988,4,5,3.19,1.49
1988-04-06,1988,4,6,2.12,1.79
1988-04-07,1988,4,7,3.78,2.76
1988-04-08,1988,4,8,4.39,3.22
1988-04-09,1988,4,9,3.16,3.08
1988-04-10,1988,4,10,1.88,3.49
1988-04-11,1988,4,11,1.26,3.54
1988-04-12,1988,4,12,1.28,3.09
1988-04-13,1988,4,13,1.36,2.77
1988-04-14,1988,4,14,2,5.08
1988-04-15,1988,4,15,3.25,4.63
1988-04-16,1988,4,16,2.85,2.98
1988-04-17,1988,4,17,2.8,2.19
1988-04-18,1988,4,18,2.47,1.96
1988-04-19,1988,4,19,1.98,2.3
1988-04-20,1988,4,20,3.22,2.67
1988-04-21,1988,4,21,2.89,2.38
1988-04-22,1988,4,22,2.19,2.32
1988-04-23,1988,4,23,1.77,2.24
1988-04-24,1988,4,24,2.26,2.43
1988-04-25,1988,4,25,1.73,2.52
1988-04-26,1988,4,26,1.67,2.53
1988-04-27,1988,4,27,1.2,2.09
1988-04-28,1988,4,28,1.48,2.23
1988-04-29,1988,4,29,1.29,2.33
1988-04-30,1988,4,30,4.5,2.39
1988-05-01,1988,5,1,5.46,2.14
1988-05-02,1988,5,2,4.36,1.75
1988-05-03,1988,5,3,3.25,1.51
1988-05-04,1988,5,4,3.66,1.55
1988-05-05,1988,5,5,3.12,1.56
1988-05-06,1988,5,6,2.45,1.41
1988-05-07,1988,5,7,1.85,1.42
1988-05-08,1988,5,8,1.78,1.57
1988-05-09,1988,5,9,1.44,1.62
1988-05-10,1988,5,10,1.36,1.58
1988-05-11,1988,5,11,1.45,1.37
1988-05-12,1988,5,12,1.7,1.16
1988-05-13,1988,5,13,2.73,1.44
1988-05-14,1988,5,14,3.27,1.41
1988-05-15,1988,5,15,2.69,1.31
1988-05-16,1988,5,16,1.79,1.39
1988-05-17,1988,5,17,3.28,1.66
1988-05-18,1988,5,18,4.4,1.66
1988-05-19,1988,5,19,3.49,1.34
1988-05-20,1988,5,20,2.33,0.99
1988-05-21,1988,5,21,1.87,0.84
1988-05-22,1988,5,22,1.64,0.82
1988-05-23,1988,5,23,3.17,0.79
1988-05-24,1988,5,24,3,0.75
1988-05-25,1988,5,25,2.44,0.82
1988-05-26,1988,5,26,2.15,1.07
1988-05-27,1988,5,27,1.87,1.18
1988-05-28,1988,5,28,1.73,1.33
1988-05-29,1988,5,29,3.29,1.49
1988-05-30,1988,5,30,4.62,1.58
1988-05-31,1988,5,31,3.87,1.52
1988-06-01,1988,6,1,2.28,1.17
1988-06-02,1988,6,2,2.33,1.16
1988-06-03,1988,6,3,2.08,1.22
1988-06-04,1988,6,4,3.4,1.17
1988-06-05,1988,6,5,2.35,1.14
1988-06-06,1988,6,6,2.53,1.21
1988-06-07,1988,6,7,1.93,1.47
1988-06-08,1988,6,8,1.6,1.52
1988-06-09,1988,6,9,1.1,1.52
1988-06-10,1988,6,10,1.32,1.32
1988-06-11,1988,6,11,1.39,1.11
1988-06-12,1988,6,12,2.37,0.98
1988-06-13,1988,6,13,2.28,1.01
1988-06-14,1988,6,14,1.95,1.17
1988-06-15,1988,6,15,1.3,1.23
1988-06-16,1988,6,16,1.04,1.22
1988-06-17,1988,6,17,1.03,1.63
1988-06-18,1988,6,18,1.54,2.56
1988-06-19,1988,6,19,1.79,2.45
1988-06-20,1988,6,20,1.58,2.13
1988-06-21,1988,6,21,1.51,2.04
1988-06-22,1988,6,22,1.27,2.03
1988-06-23,1988,6,23,2.14,1.72
1988-06-24,1988,6,24,2.5,1.42
1988-06-25,1988,6,25,2.51,1.32
1988-06-26,1988,6,26,1.99,1.39
1988-06-27,1988,6,27,2.32,1.37
1988-06-28,1988,6,28,3.83,1.08
1988-06-29,1988,6,29,4.37,1.2
1988-06-30,1988,6,30,2.99,1.3
1988-07-01,1988,7,1,2.75,1.28
1988-07-02,1988,7,2,2.11,1.15
1988-07-03,1988,7,3,1.85,1.19
1988-07-04,1988,7,4,1.68,1.17
1988-07-05,1988,7,5,1.42,1.05
1988-07-06,1988,7,6,1.8,1.8
1988-07-07,1988,7,7,1.32,2.28
1988-07-08,1988,7,8,1.16,2.26
1988-07-09,1988,7,9,1.61,1.84
1988-07-10,1988,7,10,1.6,1.49
1988-07-11,1988,7,11,1.65,1.31
1988-07-12,1988,7,12,1.55,1.24
1988-07-13,1988,7,13,1.76,1.11
1988-07-14,1988,7,14,1.57,1.04
1988-07-15,1988,7,15,2.15,1.06
1988-07-16,1988,7,16,2.78,1.2
1988-07-17,1988,7,17,1.83,1.51
1988-07-18,1988,7,18,1.79,1.68
1988-07-19,1988,7,19,1.49,1.72
1988-07-20,1988,7,20,1.02,1.78
1988-07-21,1988,7,21,0.9,1.73
1988-07-22,1988,7,22,1.39,1.5
1988-07-23,1988,7,23,1.68,1.23
1988-07-24,1988,7,24,1.72,1.27
1988-07-25,1988,7,25,1.43,1.29
1988-07-26,1988,7,26,1.17,1.34
1988-07-27,1988,7,27,0.99,1.42
1988-07-28,1988,7,28,1.49,1.41
1988-07-29,1988,7,29,1.82,1.31
1988-07-30,1988,7,30,2.03,1.11
1988-07-31,1988,7,31,1.96,1.06
1988-08-01,1988,8,1,1.59,1.19
1988-08-02,1988,8,2,1.72,1.25
1988-08-03,1988,8,3,1.69,1.14
1988-08-04,1988,8,4,1.2,1.13
1988-08-05,1988,8,5,1,1.13
1988-08-06,1988,8,6,0.9,1.23
1988-08-07,1988,8,7,0.9,1.25
1988-08-08,1988,8,8,1.64,1.2
1988-08-09,1988,8,9,1.95,1.39
1988-08-10,1988,8,10,1.36,1.7
1988-08-11,1988,8,11,1.78,1.76
1988-08-12,1988,8,12,1.65,1.76
1988-08-13,1988,8,13,1.35,1.66
1988-08-14,1988,8,14,1.43,1.45
1988-08-15,1988,8,15,2.16,1.13
1988-08-16,1988,8,16,2.36,0.9
1988-08-17,1988,8,17,1.83,0.81
1988-08-18,1988,8,18,2.22,0.77
1988-08-19,1988,8,19,2.23,0.95
1988-08-20,1988,8,20,2.04,1.01
1988-08-21,1988,8,21,1.81,1.12
1988-08-22,1988,8,22,1.79,1.55
1988-08-23,1988,8,23,1.4,1.55
1988-08-24,1988,8,24,1.35,1.52
1988-08-25,1988,8,25,1.44,1.4
1988-08-26,1988,8,26,1.46,1.29
1988-08-27,1988,8,27,1.72,1.32
1988-08-28,1988,8,28,1.69,1.34
1988-08-29,1988,8,29,1.27,1.47
1988-08-30,1988,8,30,1.4,1.54
1988-08-31,1988,8,31,2.28,1.49
1988-09-01,1988,9,1,2.18,1.32
1988-09-02,1988,9,2,1.77,1.45
1988-09-03,1988,9,3,2.2,1.64
1988-09-04,1988,9,4,1.95,1.69
1988-09-05,1988,9,5,1.69,2.05
1988-09-06,1988,9,6,1.83,2.09
1988-09-07,1988,9,7,2.03,2.71
1988-09-08,1988,9,8,1.37,2.71
1988-09-09,1988,9,9,1.53,2.23
1988-09-10,1988,9,10,1.41,1.6
1988-09-11,1988,9,11,2.15,1.44
1988-09-12,1988,9,12,2.17,1.36
1988-09-13,1988,9,13,1.8,1.24
1988-09-14,1988,9,14,1.23,1.2
1988-09-15,1988,9,15,1.21,1.14
1988-09-16,1988,9,16,0.98,1.7
1988-09-17,1988,9,17,3.04,1.82
1988-09-18,1988,9,18,3.08,2.21
1988-09-19,1988,9,19,2.59,3.1
1988-09-20,1988,9,20,2.33,2.99
1988-09-21,1988,9,21,2.73,2.55
1988-09-22,1988,9,22,2.42,2.33
1988-09-23,1988,9,23,2.44,2.2
1988-09-24,1988,9,24,2.04,1.92
1988-09-25,1988,9,25,1.48,1.79
1988-09-26,1988,9,26,1.16,1.8
1988-09-27,1988,9,27,2.13,1.64
1988-09-28,1988,9,28,2.27,1.32
