date,year,month,day,maxHs,maxHs_usgs
1996-11-06,1996,11,6,3.5,2.54
1996-11-07,1996,11,7,2.13,3.19
1996-11-08,1996,11,8,1.38,3.04
1996-11-09,1996,11,9,1.36,2.16
1996-11-10,1996,11,10,1.27,2.8
1996-11-11,1996,11,11,1.92,2.79
1996-11-12,1996,11,12,1.91,2.94
1996-11-13,1996,11,13,2.61,2.5
1996-11-14,1996,11,14,3.49,2.38
1996-11-15,1996,11,15,4.06,1.9
1996-11-16,1996,11,16,3.34,1.96
1996-11-17,1996,11,17,2,2.24
1996-11-18,1996,11,18,2.08,2.19
1996-11-19,1996,11,19,1.92,1.83
1996-11-20,1996,11,20,3.39,1.75
1996-11-21,1996,11,21,2.72,2.08
1996-11-22,1996,11,22,2.55,4.83
1996-11-23,1996,11,23,3.47,5.17
1996-11-24,1996,11,24,2.97,3.79
1996-11-25,1996,11,25,2.66,2.27
1996-11-26,1996,11,26,4.1,2.02
1996-11-27,1996,11,27,3.78,1.59
1996-11-28,1996,11,28,3.48,1.58
1996-11-29,1996,11,29,5.02,1.55
1996-11-30,1996,11,30,4.64,1.99
1996-12-01,1996,12,1,2.74,2.11
1996-12-02,1996,12,2,4.92,2.3
1996-12-03,1996,12,3,4.13,2.97
1996-12-04,1996,12,4,2.66,2.19
1996-12-05,1996,12,5,NA,1.42
1996-12-06,1996,12,6,NA,1.41
1996-12-07,1996,12,7,NA,1.06
1996-12-08,1996,12,8,NA,1.23
1996-12-09,1996,12,9,NA,1.59
1996-12-10,1996,12,10,NA,1.33
1996-12-11,1996,12,11,NA,1.09
1996-12-12,1996,12,12,NA,1.2
1996-12-13,1996,12,13,NA,1.25
1996-12-14,1996,12,14,NA,1.61
1996-12-15,1996,12,15,NA,2.22
1996-12-16,1996,12,16,1.71,2.21
1996-12-17,1996,12,17,1.73,1.77
1996-12-18,1996,12,18,1.87,2.38
1996-12-19,1996,12,19,1.1,3.78
1996-12-20,1996,12,20,0.96,4.77
1996-12-21,1996,12,21,1.21,4.16
1996-12-22,1996,12,22,3.66,2.71
1996-12-23,1996,12,23,3.85,2.74
1996-12-24,1996,12,24,3.58,2.79
1996-12-25,1996,12,25,2.24,2.49
1996-12-26,1996,12,26,1.43,2.72
1996-12-27,1996,12,27,1.86,2.46
1996-12-28,1996,12,28,2.98,2.13
1996-12-29,1996,12,29,2.63,2.59
1996-12-30,1996,12,30,2.55,2.62
1996-12-31,1996,12,31,2.68,2.6
1997-01-01,1997,1,1,3.45,1.95
1997-01-02,1997,1,2,3.85,1.33
1997-01-03,1997,1,3,3.89,0.98
1997-01-04,1997,1,4,3.05,1.02
1997-01-05,1997,1,5,2.92,1.48
1997-01-06,1997,1,6,4.61,1.23
1997-01-07,1997,1,7,3.39,1.23
1997-01-08,1997,1,8,2.45,2.89
1997-01-09,1997,1,9,2.62,2.83
1997-01-10,1997,1,10,2.04,1.87
1997-01-11,1997,1,11,2.28,4.55
1997-01-12,1997,1,12,2.81,4.82
1997-01-13,1997,1,13,3.6,4.8
1997-01-14,1997,1,14,3.55,3.78
1997-01-15,1997,1,15,2.61,3.8
1997-01-16,1997,1,16,2.78,3.25
1997-01-17,1997,1,17,2.6,3.64
1997-01-18,1997,1,18,3.57,3.61
1997-01-19,1997,1,19,2.91,3.55
1997-01-20,1997,1,20,2.34,4.09
1997-01-21,1997,1,21,NA,3.56
1997-01-22,1997,1,22,NA,3.27
1997-01-23,1997,1,23,2.1,3.31
1997-01-24,1997,1,24,2.26,2.27
1997-01-25,1997,1,25,2.12,1.98
1997-01-26,1997,1,26,4.66,2.09
1997-01-27,1997,1,27,4.18,2.17
1997-01-28,1997,1,28,2.78,2.95
1997-01-29,1997,1,29,2.41,2.9
1997-01-30,1997,1,30,2.65,2.19
1997-01-31,1997,1,31,2.26,2.08
1997-02-01,1997,2,1,2.63,2.5
1997-02-02,1997,2,2,2.92,3.12
1997-02-03,1997,2,3,2.94,2.91
1997-02-04,1997,2,4,1.99,1.74
1997-02-05,1997,2,5,2.61,1.65
1997-02-06,1997,2,6,3.43,1.46
1997-02-07,1997,2,7,2.73,2.36
1997-02-08,1997,2,8,3.6,2.7
1997-02-09,1997,2,9,3.15,2.69
1997-02-10,1997,2,10,3.1,2.98
1997-02-11,1997,2,11,3.59,2.69
1997-02-12,1997,2,12,3.43,2.98
1997-02-13,1997,2,13,4.25,4.22
1997-02-14,1997,2,14,NA,5.38
1997-02-15,1997,2,15,NA,4.94
1997-02-16,1997,2,16,NA,3.17
1997-02-17,1997,2,17,NA,3.08
1997-02-18,1997,2,18,NA,3.31
1997-02-19,1997,2,19,3.35,2.85
1997-02-20,1997,2,20,4.01,2.06
1997-02-21,1997,2,21,3.86,1.76
1997-02-22,1997,2,22,2.65,1.85
1997-02-23,1997,2,23,2.62,1.83
1997-02-24,1997,2,24,2.98,1.91
1997-02-25,1997,2,25,2.94,2.75
1997-02-26,1997,2,26,4.11,3.12
1997-02-27,1997,2,27,7.08,3.07
1997-02-28,1997,2,28,5.6,3.79
1997-03-01,1997,3,1,4.79,3.86
1997-03-02,1997,3,2,2.33,3.35
1997-03-03,1997,3,3,4.11,2.36
1997-03-04,1997,3,4,4.32,2.01
1997-03-05,1997,3,5,3.2,1.95
1997-03-06,1997,3,6,2.95,1.51
1997-03-07,1997,3,7,3.92,1.11
1997-03-08,1997,3,8,4.07,1.48
1997-03-09,1997,3,9,4.03,1.48
1997-03-10,1997,3,10,3.25,1.36
1997-03-11,1997,3,11,3.29,1.23
1997-03-12,1997,3,12,4.08,1.3
1997-03-13,1997,3,13,3.73,1.28
1997-03-14,1997,3,14,3.49,1.44
1997-03-15,1997,3,15,2.34,1.5
1997-03-16,1997,3,16,1.26,2.79
1997-03-17,1997,3,17,1.25,2.86
1997-03-18,1997,3,18,1.63,2.21
1997-03-19,1997,3,19,2.44,1.57
1997-03-20,1997,3,20,2.05,1.33
1997-03-21,1997,3,21,2.71,1.28
1997-03-22,1997,3,22,3.08,1.43
1997-03-23,1997,3,23,2.79,1.42
1997-03-24,1997,3,24,2.78,1.18
1997-03-25,1997,3,25,2.21,1.33
1997-03-26,1997,3,26,2.3,1.46
1997-03-27,1997,3,27,2.7,1.45
1997-03-28,1997,3,28,3.37,1.62
1997-03-29,1997,3,29,4,1.86
1997-03-30,1997,3,30,4.18,1.82
1997-03-31,1997,3,31,4.21,1.64
1997-04-01,1997,4,1,5.23,1.6
1997-04-02,1997,4,2,5.64,1.81
1997-04-03,1997,4,3,3.89,1.89
1997-04-04,1997,4,4,3.33,1.77
1997-04-05,1997,4,5,3.25,1.49
1997-04-06,1997,4,6,2.84,1.4
1997-04-07,1997,4,7,1.47,1.38
1997-04-08,1997,4,8,2.76,1.25
1997-04-09,1997,4,9,4.93,1.79
1997-04-10,1997,4,10,5.5,1.88
1997-04-11,1997,4,11,3.78,1.88
1997-04-12,1997,4,12,3.21,2.07
1997-04-13,1997,4,13,2.55,1.94
1997-04-14,1997,4,14,2.55,1.68
1997-04-15,1997,4,15,2.2,1.63
1997-04-16,1997,4,16,1.76,1.47
1997-04-17,1997,4,17,1.88,1.29
1997-04-18,1997,4,18,1.77,1.07
1997-04-19,1997,4,19,1.66,1.07
1997-04-20,1997,4,20,1.66,1.04
1997-04-21,1997,4,21,2.31,1.18
1997-04-22,1997,4,22,2.39,1.19
1997-04-23,1997,4,23,4.56,1.16
1997-04-24,1997,4,24,4.91,1.14
1997-04-25,1997,4,25,4.77,1.36
1997-04-26,1997,4,26,2.48,1.47
1997-04-27,1997,4,27,3.22,1.59
1997-04-28,1997,4,28,3.78,1.66
1997-04-29,1997,4,29,3.25,1.81
1997-04-30,1997,4,30,3.67,2.03
1997-05-01,1997,5,1,3.53,2.24
1997-05-02,1997,5,2,2.95,2.02
1997-05-03,1997,5,3,2.1,1.78
1997-05-04,1997,5,4,2.53,1.78
1997-05-05,1997,5,5,2.97,1.67
1997-05-06,1997,5,6,2.85,1.53
1997-05-07,1997,5,7,2.73,1.59
1997-05-08,1997,5,8,2.76,1.63
1997-05-09,1997,5,9,2.48,1.55
1997-05-10,1997,5,10,2.18,1.51
1997-05-11,1997,5,11,1.73,1.84
1997-05-12,1997,5,12,1.82,1.82
1997-05-13,1997,5,13,1.54,1.58
1997-05-14,1997,5,14,1.65,1.45
1997-05-15,1997,5,15,2.28,1.51
1997-05-16,1997,5,16,1.9,1.5
1997-05-17,1997,5,17,1.66,1.47
1997-05-18,1997,5,18,1.22,1.5
1997-05-19,1997,5,19,1.1,1.42
1997-05-20,1997,5,20,1.12,1.2
1997-05-21,1997,5,21,1.02,1.29
1997-05-22,1997,5,22,1.05,1.5
1997-05-23,1997,5,23,1.01,1.52
1997-05-24,1997,5,24,1.95,1.39
1997-05-25,1997,5,25,3.14,1.18
1997-05-26,1997,5,26,2.92,1.06
1997-05-27,1997,5,27,1.83,0.96
1997-05-28,1997,5,28,2.09,0.96
1997-05-29,1997,5,29,2.16,1.15
1997-05-30,1997,5,30,1.52,1.21
1997-05-31,1997,5,31,1.4,1.26
1997-06-01,1997,6,1,2.29,1.23
1997-06-02,1997,6,2,3,1.11
1997-06-03,1997,6,3,2.21,1.23
1997-06-04,1997,6,4,2.32,1.29
1997-06-05,1997,6,5,3.73,1.32
1997-06-06,1997,6,6,4.34,1.31
1997-06-07,1997,6,7,3.77,1.19
1997-06-08,1997,6,8,3.47,1.19
1997-06-09,1997,6,9,3.55,1.25
1997-06-10,1997,6,10,3.09,1.47
1997-06-11,1997,6,11,1.93,1.63
1997-06-12,1997,6,12,2.35,1.66
1997-06-13,1997,6,13,3.85,1.55
1997-06-14,1997,6,14,3.49,1.26
1997-06-15,1997,6,15,2.55,1.17
1997-06-16,1997,6,16,1.65,1.27
1997-06-17,1997,6,17,1.86,1.34
1997-06-18,1997,6,18,2.52,1.33
1997-06-19,1997,6,19,2.95,1.11
1997-06-20,1997,6,20,3.03,1.29
1997-06-21,1997,6,21,2.75,1.4
1997-06-22,1997,6,22,3.18,1.46
1997-06-23,1997,6,23,3.18,1.47
1997-06-24,1997,6,24,2.92,1.4
1997-06-25,1997,6,25,2.59,1.25
1997-06-26,1997,6,26,2.36,1.25
1997-06-27,1997,6,27,3.07,1.23
1997-06-28,1997,6,28,2.81,1.23
1997-06-29,1997,6,29,2.6,1.18
1997-06-30,1997,6,30,2.04,1.11
1997-07-01,1997,7,1,2.43,1.14
1997-07-02,1997,7,2,2.96,1.33
1997-07-03,1997,7,3,2.17,1.7
1997-07-04,1997,7,4,1.92,1.89
1997-07-05,1997,7,5,2.57,1.84
1997-07-06,1997,7,6,2.87,1.61
1997-07-07,1997,7,7,2.94,1.28
1997-07-08,1997,7,8,2.3,1.28
1997-07-09,1997,7,9,2.12,1.27
1997-07-10,1997,7,10,2.4,1.23
1997-07-11,1997,7,11,2.94,1.59
1997-07-12,1997,7,12,2.55,1.68
1997-07-13,1997,7,13,1.96,1.57
1997-07-14,1997,7,14,1.28,1.33
1997-07-15,1997,7,15,1.26,1.18
1997-07-16,1997,7,16,1.65,1.13
1997-07-17,1997,7,17,1.82,1.08
1997-07-18,1997,7,18,2.41,1.4
1997-07-19,1997,7,19,2.34,1.49
1997-07-20,1997,7,20,1.77,1.5
1997-07-21,1997,7,21,1.57,1.28
1997-07-22,1997,7,22,1.66,1.19
1997-07-23,1997,7,23,1.44,1.15
1997-07-24,1997,7,24,1.16,1.41
1997-07-25,1997,7,25,1.48,1.55
1997-07-26,1997,7,26,1.45,1.65
1997-07-27,1997,7,27,1.83,1.64
1997-07-28,1997,7,28,1.36,1.43
1997-07-29,1997,7,29,1.19,1.03
1997-07-30,1997,7,30,1.26,0.92
1997-07-31,1997,7,31,1.58,0.99
1997-08-01,1997,8,1,1.9,1.23
1997-08-02,1997,8,2,1.76,1.48
1997-08-03,1997,8,3,1.83,1.54
1997-08-04,1997,8,4,1.73,1.46
1997-08-05,1997,8,5,1.97,1.28
1997-08-06,1997,8,6,3.19,1.08
1997-08-07,1997,8,7,2.49,1.06
1997-08-08,1997,8,8,2.33,1.11
1997-08-09,1997,8,9,2.2,1.06
1997-08-10,1997,8,10,1.81,1.21
1997-08-11,1997,8,11,1.37,1.71
1997-08-12,1997,8,12,1.06,1.62
1997-08-13,1997,8,13,1.12,1.27
1997-08-14,1997,8,14,1.09,1.05
1997-08-15,1997,8,15,1.2,0.89
1997-08-16,1997,8,16,1.37,1.37
1997-08-17,1997,8,17,1.59,1.57
1997-08-18,1997,8,18,1.43,1.8
1997-08-19,1997,8,19,1.5,1.89
1997-08-20,1997,8,20,2.13,1.87
1997-08-21,1997,8,21,1.25,1.54
1997-08-22,1997,8,22,1.89,1.52
1997-08-23,1997,8,23,2.14,1.27
1997-08-24,1997,8,24,1.9,1.29
1997-08-25,1997,8,25,1.56,2.47
1997-08-26,1997,8,26,1.44,3.13
1997-08-27,1997,8,27,2.21,3.44
1997-08-28,1997,8,28,2.71,3.24
1997-08-29,1997,8,29,2.71,2.65
1997-08-30,1997,8,30,1.94,2.15
1997-08-31,1997,8,31,1.3,2.1
1997-09-01,1997,9,1,1.25,1.87
1997-09-02,1997,9,2,1.28,1.32
1997-09-03,1997,9,3,1.36,1.61
1997-09-04,1997,9,4,1.41,1.61
1997-09-05,1997,9,5,1.75,2
1997-09-06,1997,9,6,1.88,1.99
1997-09-07,1997,9,7,1.78,1.61
1997-09-08,1997,9,8,1.58,1.73
1997-09-09,1997,9,9,1.03,2.05
1997-09-10,1997,9,10,1.81,1.99
1997-09-11,1997,9,11,3.03,1.39
1997-09-12,1997,9,12,2.92,1.57
1997-09-13,1997,9,13,2.18,1.78
1997-09-14,1997,9,14,1.31,1.77
1997-09-15,1997,9,15,2.14,1.73
1997-09-16,1997,9,16,2.47,1.89
1997-09-17,1997,9,17,2,2.15
1997-09-18,1997,9,18,2.04,1.95
1997-09-19,1997,9,19,2.53,1.45
1997-09-20,1997,9,20,2.48,1.69
1997-09-21,1997,9,21,1.59,1.94
1997-09-22,1997,9,22,1.48,1.9
1997-09-23,1997,9,23,1.43,3.12
1997-09-24,1997,9,24,1.85,3.08
1997-09-25,1997,9,25,3.32,2.37
1997-09-26,1997,9,26,3.49,2.74
1997-09-27,1997,9,27,4.66,2.29
1997-09-28,1997,9,28,4.84,2.82
1997-09-29,1997,9,29,2.94,2.75
1997-09-30,1997,9,30,1.83,2.15
1997-10-01,1997,10,1,1.48,1.8
1997-10-02,1997,10,2,2.3,1.46
1997-10-03,1997,10,3,4.38,1.63
1997-10-04,1997,10,4,3.1,1.63
1997-10-05,1997,10,5,4.94,3.06
1997-10-06,1997,10,6,5.24,3.19
1997-10-07,1997,10,7,5.73,2.24
1997-10-08,1997,10,8,4.81,2.57
1997-10-09,1997,10,9,2.56,2.66
1997-10-10,1997,10,10,4.03,2.06
1997-10-11,1997,10,11,3.15,1.98
1997-10-12,1997,10,12,3.56,1.94
1997-10-13,1997,10,13,2.42,1.58
1997-10-14,1997,10,14,1.58,1.9
1997-10-15,1997,10,15,1.3,3.88
1997-10-16,1997,10,16,1.18,3.37
1997-10-17,1997,10,17,1.42,2.27
1997-10-18,1997,10,18,1.6,1.73
1997-10-19,1997,10,19,2.12,1.7
1997-10-20,1997,10,20,2.37,3.72
1997-10-21,1997,10,21,2.25,3.83
1997-10-22,1997,10,22,2.02,3.72
1997-10-23,1997,10,23,2.64,3.21
1997-10-24,1997,10,24,3.84,2.56
1997-10-25,1997,10,25,3.29,1.79
1997-10-26,1997,10,26,1.93,2.35
1997-10-27,1997,10,27,1,2.15
1997-10-28,1997,10,28,1.24,2.36
1997-10-29,1997,10,29,1.83,2.42
1997-10-30,1997,10,30,3.32,2.94
1997-10-31,1997,10,31,4.38,3.25
1997-11-01,1997,11,1,4.46,3.15
1997-11-02,1997,11,2,3.88,2.44
1997-11-03,1997,11,3,3.41,2.19
1997-11-04,1997,11,4,2.09,2.09
1997-11-05,1997,11,5,1.75,3.31
1997-11-06,1997,11,6,2.74,2.77
1997-11-07,1997,11,7,3.41,1.86
1997-11-08,1997,11,8,3.58,1.16
1997-11-09,1997,11,9,2.65,1.49
1997-11-10,1997,11,10,2.21,1.87
1997-11-11,1997,11,11,3.91,2.67
1997-11-12,1997,11,12,3.31,2.64
1997-11-13,1997,11,13,2.84,2.45
1997-11-14,1997,11,14,5.85,3.45
1997-11-15,1997,11,15,5.62,3.41
1997-11-16,1997,11,16,3.82,3.21
1997-11-17,1997,11,17,3.37,3.71
1997-11-18,1997,11,18,2.43,3.24
1997-11-19,1997,11,19,3.99,2.62
1997-11-20,1997,11,20,4.76,3.85
1997-11-21,1997,11,21,3.7,4.17
1997-11-22,1997,11,22,1.94,3.74
1997-11-23,1997,11,23,2.23,2.69
1997-11-24,1997,11,24,1.82,2.35
1997-11-25,1997,11,25,2.68,2.2
1997-11-26,1997,11,26,3.54,2.05
1997-11-27,1997,11,27,4.65,2.1
1997-11-28,1997,11,28,3.78,1.9
1997-11-29,1997,11,29,3.2,1.9
1997-11-30,1997,11,30,4.88,1.84
1997-12-01,1997,12,1,4.39,1.84
1997-12-02,1997,12,2,3.19,1.56
1997-12-03,1997,12,3,1.78,1.63
1997-12-04,1997,12,4,2.51,1.79
1997-12-05,1997,12,5,4.27,2.75
1997-12-06,1997,12,6,3.98,2.7
1997-12-07,1997,12,7,2.97,2.24
1997-12-08,1997,12,8,4.05,2.8
1997-12-09,1997,12,9,4.61,3.03
1997-12-10,1997,12,10,4.16,2.65
1997-12-11,1997,12,11,3.06,1.88
1997-12-12,1997,12,12,2.86,4.01
1997-12-13,1997,12,13,1.97,4.01
1997-12-14,1997,12,14,2.14,3.12
1997-12-15,1997,12,15,2.19,3.24
1997-12-16,1997,12,16,2.5,2.89
1997-12-17,1997,12,17,1.88,3.13
1997-12-18,1997,12,18,3.91,3.1
1997-12-19,1997,12,19,4.5,2.29
1997-12-20,1997,12,20,3.53,2.31
1997-12-21,1997,12,21,4.11,1.92
1997-12-22,1997,12,22,5.33,2.74
1997-12-23,1997,12,23,4.52,3.68
1997-12-24,1997,12,24,4.01,3.95
1997-12-25,1997,12,25,4.22,3.77
1997-12-26,1997,12,26,3.91,3.03
1997-12-27,1997,12,27,2.35,3.23
1997-12-28,1997,12,28,2.61,3.8
1997-12-29,1997,12,29,2.71,3.53
1997-12-30,1997,12,30,2.45,2.33
1997-12-31,1997,12,31,2.34,1.6
1998-01-01,1998,1,1,1.82,1.55
1998-01-02,1998,1,2,1.33,1.24
1998-01-03,1998,1,3,2.94,0.89
1998-01-04,1998,1,4,2.2,0.8
1998-01-05,1998,1,5,3.65,0.86
1998-01-06,1998,1,6,3.18,1.13
1998-01-07,1998,1,7,2.28,1.42
1998-01-08,1998,1,8,2.04,1.39
1998-01-09,1998,1,9,1.8,2.44
1998-01-10,1998,1,10,2.48,2.47
1998-01-11,1998,1,11,2.84,2.22
1998-01-12,1998,1,12,2.3,2.09
1998-01-13,1998,1,13,5.03,2.59
1998-01-14,1998,1,14,5.25,2.79
1998-01-15,1998,1,15,3.53,2.61
1998-01-16,1998,1,16,4.06,1.97
1998-01-17,1998,1,17,4.22,2.13
1998-01-18,1998,1,18,4.55,1.99
1998-01-19,1998,1,19,4.24,2.61
1998-01-20,1998,1,20,5.88,2.77
1998-01-21,1998,1,21,5.04,3.65
1998-01-22,1998,1,22,3.51,4.15
1998-01-23,1998,1,23,2.62,3.53
1998-01-24,1998,1,24,2.16,2.22
1998-01-25,1998,1,25,NA,1.97
1998-01-26,1998,1,26,3.68,1.97
1998-01-27,1998,1,27,4.17,1.98
1998-01-28,1998,1,28,3.79,2.01
1998-01-29,1998,1,29,3.1,1.53
1998-01-30,1998,1,30,5.65,1.15
1998-01-31,1998,1,31,4.54,1.42
1998-02-01,1998,2,1,4.73,1.72
1998-02-02,1998,2,2,6,1.72
1998-02-03,1998,2,3,6.41,1.95
1998-02-04,1998,2,4,5.21,1.92
1998-02-05,1998,2,5,5.56,1.75
1998-02-06,1998,2,6,4.84,1.8
1998-02-07,1998,2,7,5.44,2.51
1998-02-08,1998,2,8,6.1,2.42
1998-02-09,1998,2,9,5.62,3.79
1998-02-10,1998,2,10,3.61,3.84
1998-02-11,1998,2,11,3.46,3.79
1998-02-12,1998,2,12,4.84,3.46
1998-02-13,1998,2,13,3.73,3.11
1998-02-14,1998,2,14,4.44,2.55
1998-02-15,1998,2,15,5.72,2.39
1998-02-16,1998,2,16,6.04,2.47
1998-02-17,1998,2,17,5.57,2.98
1998-02-18,1998,2,18,5.99,2.97
1998-02-19,1998,2,19,4.1,2.6
1998-02-20,1998,2,20,4.47,2.54
1998-02-21,1998,2,21,4.61,2.56
1998-02-22,1998,2,22,5.88,1.83
1998-02-23,1998,2,23,5.41,1.35
1998-02-24,1998,2,24,5.79,1.68
1998-02-25,1998,2,25,6.17,1.49
1998-02-26,1998,2,26,3.93,2.64
1998-02-27,1998,2,27,4.54,2.63
1998-02-28,1998,2,28,3.46,1.92
1998-03-01,1998,3,1,NA,1.83
1998-03-02,1998,3,2,NA,1.57
1998-03-03,1998,3,3,NA,1.47
1998-03-04,1998,3,4,NA,1.35
1998-03-05,1998,3,5,NA,1.21
1998-03-06,1998,3,6,NA,1.11
1998-03-07,1998,3,7,NA,1
1998-03-08,1998,3,8,NA,1.17
1998-03-09,1998,3,9,2.16,1.13
1998-03-10,1998,3,10,2.28,0.95
1998-03-11,1998,3,11,1.72,1.07
1998-03-12,1998,3,12,2.16,1.36
1998-03-13,1998,3,13,4.5,1.42
1998-03-14,1998,3,14,4.8,1.25
1998-03-15,1998,3,15,4,0.85
1998-03-16,1998,3,16,4.09,0.63
1998-03-17,1998,3,17,4.13,1.35
1998-03-18,1998,3,18,3.52,1.45
1998-03-19,1998,3,19,2.32,1.46
1998-03-20,1998,3,20,2.4,1.29
1998-03-21,1998,3,21,2.17,1.44
1998-03-22,1998,3,22,2.82,1.44
1998-03-23,1998,3,23,3.84,1.31
1998-03-24,1998,3,24,3.91,1.23
1998-03-25,1998,3,25,2.76,0.92
1998-03-26,1998,3,26,4.52,1.37
1998-03-27,1998,3,27,3.94,1.83
1998-03-28,1998,3,28,4.16,1.81
1998-03-29,1998,3,29,5.05,1.4
1998-03-30,1998,3,30,4.97,1.3
1998-03-31,1998,3,31,3.27,1.37
1998-04-01,1998,4,1,5.1,1.54
1998-04-02,1998,4,2,4.48,1.53
1998-04-03,1998,4,3,2.92,1.35
1998-04-04,1998,4,4,3.17,1.33
1998-04-05,1998,4,5,2.11,1.23
1998-04-06,1998,4,6,3.25,1.22
1998-04-07,1998,4,7,3.52,1.21
1998-04-08,1998,4,8,4.43,1.04
1998-04-09,1998,4,9,3.47,0.85
1998-04-10,1998,4,10,2.09,1.09
1998-04-11,1998,4,11,1.94,1.65
1998-04-12,1998,4,12,NA,1.72
1998-04-13,1998,4,13,2.37,1.71
1998-04-14,1998,4,14,3.66,1.62
1998-04-15,1998,4,15,2.94,2.01
1998-04-16,1998,4,16,2.49,1.97
1998-04-17,1998,4,17,2.6,1.87
1998-04-18,1998,4,18,2.91,1.84
1998-04-19,1998,4,19,4.31,1.81
1998-04-20,1998,4,20,4.21,1.82
1998-04-21,1998,4,21,3.33,1.51
1998-04-22,1998,4,22,2.82,2.03
1998-04-23,1998,4,23,2.68,1.98
1998-04-24,1998,4,24,2.27,1.58
1998-04-25,1998,4,25,3.72,1.19
1998-04-26,1998,4,26,3.29,1.06
1998-04-27,1998,4,27,2.09,1.2
1998-04-28,1998,4,28,2.29,1.29
1998-04-29,1998,4,29,2.28,1.3
1998-04-30,1998,4,30,1.95,1.49
1998-05-01,1998,5,1,2.18,1.52
1998-05-02,1998,5,2,4.29,1.52
1998-05-03,1998,5,3,2.94,1.29
1998-05-04,1998,5,4,1.96,1.11
1998-05-05,1998,5,5,1.37,1.03
1998-05-06,1998,5,6,1.42,1.05
1998-05-07,1998,5,7,1.47,1.77
1998-05-08,1998,5,8,1.93,1.8
1998-05-09,1998,5,9,4.28,1.67
1998-05-10,1998,5,10,3.66,1.66
1998-05-11,1998,5,11,2.88,1.64
1998-05-12,1998,5,12,1.98,1.6
1998-05-13,1998,5,13,3.65,1.4
1998-05-14,1998,5,14,3.19,1.28
1998-05-15,1998,5,15,2.39,1.25
1998-05-16,1998,5,16,3.14,1.2
1998-05-17,1998,5,17,2.84,1.09
1998-05-18,1998,5,18,2.99,1.54
1998-05-19,1998,5,19,3.35,1.78
1998-05-20,1998,5,20,3.33,1.76
1998-05-21,1998,5,21,3.31,1.66
1998-05-22,1998,5,22,2.79,1.54
1998-05-23,1998,5,23,2.78,1.34
1998-05-24,1998,5,24,2.16,1.07
1998-05-25,1998,5,25,1.96,0.88
1998-05-26,1998,5,26,2.45,0.93
1998-05-27,1998,5,27,2.31,1.12
1998-05-28,1998,5,28,1.81,1.61
1998-05-29,1998,5,29,2.39,1.79
1998-05-30,1998,5,30,2.23,1.79
1998-05-31,1998,5,31,2.29,1.56
1998-06-01,1998,6,1,2.02,1.27
1998-06-02,1998,6,2,1.39,1.39
1998-06-03,1998,6,3,1.21,1.4
1998-06-04,1998,6,4,1.19,1.34
1998-06-05,1998,6,5,1.35,1.25
1998-06-06,1998,6,6,0.99,1.22
1998-06-07,1998,6,7,0.91,1.23
1998-06-08,1998,6,8,1.33,1.13
1998-06-09,1998,6,9,1.67,0.99
1998-06-10,1998,6,10,1.69,0.97
1998-06-11,1998,6,11,3.08,0.94
1998-06-12,1998,6,12,3.07,0.92
1998-06-13,1998,6,13,2.59,0.98
1998-06-14,1998,6,14,2.67,1.11
1998-06-15,1998,6,15,2.17,1.34
1998-06-16,1998,6,16,3.14,1.4
1998-06-17,1998,6,17,3.81,1.41
1998-06-18,1998,6,18,2.11,1.21
1998-06-19,1998,6,19,1.92,1.14
1998-06-20,1998,6,20,2.65,1.11
1998-06-21,1998,6,21,2.5,1.14
1998-06-22,1998,6,22,1.64,1.17
1998-06-23,1998,6,23,1.74,1.29
1998-06-24,1998,6,24,1.75,1.48
1998-06-25,1998,6,25,1.7,1.56
1998-06-26,1998,6,26,2.5,1.56
1998-06-27,1998,6,27,2.99,1.47
1998-06-28,1998,6,28,2.26,1.5
1998-06-29,1998,6,29,2.36,1.43
1998-06-30,1998,6,30,3.23,1.47
1998-07-01,1998,7,1,3.81,1.47
1998-07-02,1998,7,2,3.94,1.35
1998-07-03,1998,7,3,3.09,1.25
1998-07-04,1998,7,4,3.37,1.23
1998-07-05,1998,7,5,2.79,1.39
1998-07-06,1998,7,6,2.61,1.47
1998-07-07,1998,7,7,1.86,1.41
1998-07-08,1998,7,8,2.19,1.46
1998-07-09,1998,7,9,2.39,1.65
1998-07-10,1998,7,10,2.19,1.67
1998-07-11,1998,7,11,2.82,1.68
1998-07-12,1998,7,12,2.98,1.69
1998-07-13,1998,7,13,2.89,1.57
1998-07-14,1998,7,14,2.52,1.43
1998-07-15,1998,7,15,2.4,1.37
1998-07-16,1998,7,16,2.7,1.32
1998-07-17,1998,7,17,3.05,1.14
1998-07-18,1998,7,18,3.26,1.29
1998-07-19,1998,7,19,2.67,1.48
1998-07-20,1998,7,20,2.2,1.52
1998-07-21,1998,7,21,2.33,1.53
1998-07-22,1998,7,22,1.72,1.42
1998-07-23,1998,7,23,1.53,1.62
1998-07-24,1998,7,24,1.76,1.62
1998-07-25,1998,7,25,1.87,1.67
1998-07-26,1998,7,26,1.66,1.69
1998-07-27,1998,7,27,2.81,1.77
1998-07-28,1998,7,28,2.69,1.76
1998-07-29,1998,7,29,2.87,1.66
1998-07-30,1998,7,30,1.87,1.53
1998-07-31,1998,7,31,1.55,1.33
1998-08-01,1998,8,1,2.51,1.27
1998-08-02,1998,8,2,2.38,1.27
1998-08-03,1998,8,3,2.21,1.25
1998-08-04,1998,8,4,2.24,1.19
